model,age,odo,fuel,color,price
파사트,70,27718,가솔린,gray,7.280008252884188
그랜저,48,72187,가솔린,gray,7.692113339595466
크루즈,80,61043,가솔린,white,6.7226297948554485
K5,80,83991,가솔린,gray,7.0825485693553
7시리즈,154,151570,가솔린,gray,7.223295679562314
아반떼,57,73070,가솔린,white,7.138866999945524
그랜저,118,99958,가솔린,white,6.85751406254539
K5,104,113426,가솔린,black,6.957497370876951
A7,94,94078,디젤,gray,7.804251383528112
A4,126,198908,디젤,gray,6.396929655216146
A7,93,88830,가솔린,black,7.934155233536322
A6,118,164920,디젤,white,7.280008252884188
3시리즈,69,92574,디젤,white,7.771067086065406
쏘나타,150,33000,가솔린,gray,6.311734809152915
K5,98,173692,가솔린,gray,6.836259277277067
K7,57,47830,디젤,black,7.771067086065406
그랜저,101,169293,가솔린,black,6.710523109452428
아반떼,66,61089,가솔린,white,7.280008252884188
5시리즈,93,59818,디젤,gray,7.855932199718614
A7,94,126200,디젤,gray,7.687538766201629
파사트,190,118175,가솔린,gray,5.707110264748875
쏘나타,202,115000,가솔린,gray,5.673323267171493
SM6,70,59592,가솔린,white,6.878326468291325
E클래스,112,84894,가솔린,white,7.62608275807238
A8,129,157000,가솔린,black,7.333023014386481
K5,96,137000,LPG,gray,6.7226297948554485
E클래스,105,117187,가솔린,white,7.3658128372094716
골프,70,80601,가솔린,white,7.421177528595393
K7,62,62135,LPG,black,7.732369222284388
아반떼,116,221997,LPG,white,6.152732694704104
아반떼,69,123398,디젤,white,7.1316985104669115
아반떼,113,42669,가솔린,white,6.710523109452428
그랜저,96,130408,가솔린,white,6.93828448401696
G80,65,90833,가솔린,black,7.796057974316123
그랜저,63,89345,LPG,white,7.581209826196346
그랜저,75,140000,LPG,black,7.1316985104669115
쏘나타,71,69000,가솔린,gray,7.2868764117507
그랜저,54,22741,가솔린,white,7.890208213109961
티볼리,59,34881,디젤,white,7.346655163176539
G80,56,81907,가솔린,black,8.006700845440367
그랜저,45,43778,가솔린,gray,7.640603826393634
G80,59,172902,가솔린,gray,7.67368812926773
아반떼,115,60785,가솔린,gray,6.647688373563329
골프,93,134000,디젤,white,7.346655163176539
그랜저,38,40168,가솔린,gray,7.955425088912672
G80,61,104000,가솔린,gray,8.113726085970747
말리부,59,127026,가솔린,black,7.237778191923443
3시리즈,103,110000,디젤,black,7.186144304522325
코란도,86,46600,디젤,black,6.994849985833071
아반떼,107,117476,가솔린,white,6.522092798170152
쏘나타,203,131841,가솔린,gray,5.602118820879701
아반떼,99,130862,디젤,white,6.398594934535208
K3,102,133664,가솔린,gray,6.673297967767654
E클래스,104,124419,디젤,gray,7.479299637782834
K7,48,36164,가솔린,white,7.7752758464868625
K5,67,81421,LPG,gray,7.193685818395112
G80,50,106659,가솔린,black,7.85979918056211
아반떼,200,101750,가솔린,white,5.3981627015177525
E클래스,96,101251,가솔린,gray,7.736743682453495
7시리즈,63,207013,가솔린,black,8.373553741214627
K7,62,32000,가솔린,black,7.67368812926773
K5,59,53945,LPG,white,7.280008252884188
G80,12,6895,가솔린,black,8.908018322784887
아반떼,108,84458,가솔린,white,6.53813982376767
K3,90,120000,디젤,white,6.551080335043404
E클래스,95,137000,디젤,black,7.523481312573497
K7,68,128162,LPG,black,7.408530566894626
K7,58,60000,가솔린,white,7.754052639035757
A8,161,159884,가솔린,gray,6.90875477931522
쏘나타,185,101217,가솔린,gray,5.638354669333745
A7,75,91510,디젤,gray,8.197263371414335
5시리즈,57,92271,디젤,black,8.15507488781144
그랜저,57,51782,가솔린,white,7.969357742016346
쏘나타,170,159731,LPG,white,5.703782474656201
K7,50,80829,가솔린,black,7.484930283289661
E클래스,98,120000,디젤,white,7.650168700845001
C클래스,62,33551,가솔린,white,7.955425088912672
A7,110,185000,디젤,gray,7.645397699428633
코란도,85,124468,디젤,white,6.8885724595653635
S클래스,175,111459,가솔린,black,7.5126175446745105
티볼리,70,40000,디젤,white,7.244941546337007
G80,19,31701,가솔린,black,8.716207971151853
쏘나타,168,126825,가솔린,black,5.860786223465865
K7,68,115836,가솔린,gray,7.390798521735676
쏘나타,62,52000,가솔린,gray,7.24422751560335
3시리즈,48,45858,디젤,black,7.9624156801210635
쏘나타,95,158330,가솔린,gray,6.792344427470809
그랜저,73,149000,LPG,black,7.030857476116121
그랜저,154,140000,가솔린,black,6.1092475827643655
아반떼,127,103071,가솔린,gray,6.53813982376767
G80,13,8500,가솔린,gray,8.740496729931813
K3,11,2029,가솔린,black,7.828436359157585
K7,28,19542,가솔린,black,8.055475141757274
그랜저,37,60000,가솔린,black,7.649692623711514
K5,39,51962,가솔린,black,7.621195162809845
K7,47,72650,가솔린,black,7.687538766201629
티볼리,48,30257,가솔린,white,7.427144133408616
G80,32,36112,가솔린,black,8.291797105048733
SM6,67,108768,가솔린,gray,7.029972911706386
K7,45,52852,디젤,black,7.649692623711514
골프,149,235209,디젤,white,6.154858094016418
K5,20,8326,가솔린,black,8.000014093678072
G80,58,47089,가솔린,gray,8.055475141757274
A7,115,104900,가솔린,white,7.741099090035366
그랜저,47,63462,가솔린,other,7.736743682453495
K3,46,43041,가솔린,white,7.307202314764738
그랜저,166,320000,LPG,black,5.3981627015177525
S클래스,52,115919,디젤,black,8.960724500330858
K5,24,19301,가솔린,white,7.983098940710892
골프,120,185849,디젤,black,6.311734809152915
E클래스,145,151244,가솔린,gray,6.803505257608338
그랜저,91,147281,LPG,white,7.155396301896734
그랜저,56,161318,가솔린,black,7.307202314764738
K5,100,116434,가솔린,gray,6.673297967767654
티볼리,56,57000,가솔린,white,7.1631723908466425
그랜저,48,35121,가솔린,black,7.844240718141811
크루즈,82,100000,가솔린,white,6.53813982376767
쏘나타,88,100000,가솔린,black,6.898714534329988
그랜저,63,128551,LPG,white,7.490529402060711
E클래스,74,159888,디젤,white,7.762596048540069
티구안,114,136226,디젤,gray,6.957497370876951
그랜저,124,210572,가솔린,black,6.3818160174060985
3시리즈,52,71414,가솔린,gray,8.016647877057803
3시리즈,189,65150,가솔린,gray,6.327936783729195
E클래스,101,107290,가솔린,gray,7.719129840906732
그랜저,50,65351,LPG,white,7.732369222284388
K5,37,90000,LPG,white,7.4205789054108005
K7,50,92918,가솔린,black,7.550135342488429
아반떼,26,12790,가솔린,black,7.456454555176209
G70,21,19658,가솔린,black,8.289288323000317
K7,130,140000,가솔린,white,6.660575149839686
K5,134,160106,가솔린,gray,6.364750756851911
3시리즈,99,134390,디젤,white,7.193685818395112
그랜저,183,133374,가솔린,gray,5.968707559985366
쏘나타,112,90058,LPG,black,6.620073206530356
그랜저,56,50000,가솔린,gray,7.934155233536322
크루즈,98,147772,가솔린,black,6.311734809152915
크루즈,79,98208,가솔린,white,6.7226297948554485
S클래스,127,150000,가솔린,black,7.484930283289661
쏘나타,149,101751,가솔린,black,6.214608098422191
쏘나타,76,79258,LPG,gray,7.215975002651466
쏘나타,94,182973,LPG,white,6.947937068614969
E클래스,66,40000,디젤,white,8.364275084991524
그랜저,47,28827,가솔린,black,7.919719760924575
티볼리,68,66473,가솔린,gray,7.327123292259293
5시리즈,122,179314,디젤,white,7.237778191923443
G80,53,97937,가솔린,black,8.006367567650246
K3,73,118984,가솔린,gray,6.7464121285733745
크루즈,128,160000,디젤,gray,5.968707559985366
K7,57,159270,LPG,black,7.266128779556451
K7,64,72000,가솔린,black,7.544861068658458
아반떼,73,88288,가솔린,white,7.048386408721883
K5,119,222100,LPG,gray,6.066108090103747
G80,62,72547,가솔린,gray,7.937731775260109
C클래스,93,107370,디젤,black,7.8636512654486515
G80,56,117762,가솔린,black,7.81237820598861
크루즈,89,55800,가솔린,gray,6.673297967767654
G80,56,59806,가솔린,white,8.101980731853192
그랜저,61,129145,LPG,black,7.390798521735676
K5,66,42897,가솔린,black,7.259116128097101
아반떼,112,30936,가솔린,white,6.792344427470809
크루즈,82,46404,가솔린,white,6.90875477931522
쏘나타,58,120000,가솔린,black,7.237778191923443
K7,31,29711,가솔린,white,8.186185994226083
G70,9,64,가솔린,white,8.566173813637858
SM6,42,43526,가솔린,gray,7.390798521735676
그랜저,69,139711,hybrid,black,7.2520539518528135
아반떼,24,10879,가솔린,white,7.467942332285852
A8,129,226000,가솔린,black,7.669028288589683
K5,48,87000,디젤,black,7.259116128097101
SM6,69,149442,가솔린,gray,7.030857476116121
7시리즈,202,233766,가솔린,gray,5.673323267171493
말리부,69,122401,가솔린,gray,6.8885724595653635
A6,89,87809,디젤,black,7.7057128238944275
K7,50,99118,가솔린,black,7.72356247227797
A6,176,107622,가솔린,gray,6.154858094016418
그랜저,106,140000,LPG,black,7.048386408721883
K5,20,14357,가솔린,gray,8.03268487596762
쏘나타,44,48655,가솔린,black,7.550135342488429
티볼리,71,54794,디젤,white,7.237778191923443
7시리즈,15,6687,가솔린,gray,9.401043372798053
코란도,112,114118,디젤,gray,6.792344427470809
S클래스,47,64668,가솔린,black,9.327323087461798
A4,121,125814,가솔린,gray,6.53813982376767
K7,77,87000,가솔린,black,7.333676395657684
그랜저,131,180256,가솔린,black,6.311734809152915
그랜저,49,74176,가솔린,black,7.762596048540069
E클래스,86,133167,디젤,white,7.544861068658458
쏘나타,210,171392,가솔린,black,5.771441123130016
7시리즈,87,116147,디젤,white,8.146419323098003
쏘나타,35,39212,가솔린,white,7.635786861395585
5시리즈,19,7500,가솔린,gray,8.556413904569519
코란도,118,195000,디젤,gray,6.111467339502679
아반떼,118,96678,가솔린,gray,6.698268054115413
7시리즈,79,136117,가솔린,black,8.281723990411392
쏘나타,87,57970,가솔린,white,7.307202314764738
쏘나타,125,161200,가솔린,gray,6.175867270105761
K5,132,66024,가솔린,white,6.154858094016418
K7,23,27610,LPG,black,8.15507488781144
K7,60,70168,hybrid,black,7.62608275807238
쏘나타,141,143312,가솔린,gray,6.111467339502679
그랜저,133,119120,가솔린,gray,6.3473892096560105
아반떼,108,45000,가솔린,gray,6.634633357861686
K7,58,131576,LPG,white,7.372118028337787
K3,88,123540,가솔린,white,6.447305862541213
C클래스,67,17012,디젤,gray,7.57095858316901
K7,95,162410,LPG,black,6.78105762593618
아반떼,156,142311,가솔린,gray,5.942799375126701
그랜저,44,94050,디젤,white,7.804251383528112
코란도,96,137035,디젤,gray,7.02197642307216
S클래스,91,91005,가솔린,black,8.852378886511985
쏘나타,27,38714,가솔린,black,7.844240718141811
S클래스,162,340000,가솔린,black,6.673297967767654
K3,100,55799,가솔린,gray,6.803505257608338
아반떼,59,78411,LPG,white,7.107425474110705
파사트,139,157508,디젤,gray,6.274762021241939
쏘나타,111,270000,hybrid,gray,6.154858094016418
쏘나타,50,59845,가솔린,gray,7.307202314764738
K5,71,97938,LPG,white,6.985641817639208
아반떼,66,35900,가솔린,white,7.237778191923443
A6,74,263368,디젤,black,7.333676395657684
A8,119,174000,디젤,black,7.820439515262181
C클래스,20,14543,가솔린,white,8.513385953073284
아반떼,65,73932,가솔린,gray,7.093404625868766
S클래스,83,162282,디젤,black,8.438366410870266
5시리즈,58,89757,가솔린,white,8.33110454805304
크루즈,71,69484,가솔린,white,6.7464121285733745
쏘나타,28,13365,가솔린,black,7.645397699428633
그랜저,71,79346,가솔린,black,7.409136443920128
크루즈,132,140248,디젤,gray,6.255750041753367
G70,9,63,가솔린,white,8.558527054909215
그랜저,154,163099,가솔린,black,6.111467339502679
그랜저,50,103118,가솔린,black,7.523481312573497
K3,113,117299,가솔린,white,6.523562306149512
아반떼,119,58000,가솔린,white,6.7464121285733745
E클래스,124,120000,가솔린,white,7.467942332285852
K5,115,168849,가솔린,black,6.236369590203704
7시리즈,209,245000,가솔린,gray,6.104793232414985
쏘나타,66,108752,LPG,black,6.994849985833071
K7,59,42098,가솔린,gray,7.762596048540069
쏘나타,134,167100,가솔린,white,6.311734809152915
크루즈,122,137433,가솔린,gray,6.066108090103747
K7,25,49971,가솔린,black,8.003363058629947
E클래스,52,56000,디젤,white,8.409830673087738
아반떼,123,171047,hybrid,gray,5.991464547107982
K7,98,198323,LPG,black,6.792344427470809
쏘나타,79,121351,LPG,black,6.878326468291325
G70,13,4911,가솔린,gray,8.373322820996535
크루즈,79,75000,가솔린,black,6.683360945766275
7시리즈,156,246125,가솔린,black,6.907755278982137
그랜저,99,75300,가솔린,black,7.244941546337007
아반떼,30,20547,가솔린,white,7.467942332285852
아반떼,95,40020,가솔린,gray,6.994849985833071
그랜저,78,53966,가솔린,gray,7.409136443920128
3시리즈,28,49000,디젤,white,8.32845106681936
크루즈,75,60507,가솔린,gray,6.825460036255307
K5,64,99000,가솔린,gray,7.0825485693553
쏘나타,46,112524,LPG,white,7.139660335964919
A4,25,21433,가솔린,gray,8.061802274538348
크루즈,113,108421,가솔린,gray,5.942799375126701
E클래스,48,44376,가솔린,black,8.35490952835879
K5,40,79469,가솔린,gray,7.490529402060711
쏘나타,58,1999,가솔린,white,7.1631723908466425
그랜저,144,122314,가솔린,black,6.478509642208569
그랜저,50,80891,LPG,black,7.467942332285852
쏘나타,110,185674,LPG,black,6.066108090103747
쏘나타,95,120000,LPG,gray,6.792344427470809
K7,31,23441,가솔린,gray,8.224431573221159
아반떼,59,88877,가솔린,white,7.340186835320115
그랜저,88,275239,LPG,black,6.46302945692067
그랜저,132,126190,가솔린,black,6.814542897259958
K5,92,53000,hybrid,gray,7.030857476116121
쏘나타,98,76459,LPG,white,6.274762021241939
K7,74,259780,hybrid,gray,6.7464121285733745
쏘나타,99,183000,LPG,black,6.415096959171596
말리부,54,44224,가솔린,white,7.523481312573497
A6,140,143562,가솔린,gray,6.311734809152915
K5,139,150768,가솔린,black,6.133398042996649
쏘나타,164,169726,LPG,white,6.018593214496234
아반떼,93,131860,가솔린,white,6.431331081933479
파사트,80,33453,가솔린,gray,7.1631723908466425
아반떼,73,21049,가솔린,white,6.647688373563329
그랜저,28,17875,가솔린,black,7.8713112033234065
K3,49,41224,가솔린,gray,7.115582126184454
K3,105,62000,가솔린,gray,6.594413459749778
K3,92,115292,가솔린,white,6.415096959171596
그랜저,35,75216,가솔린,black,7.8632667240095735
그랜저,110,72888,가솔린,black,7.300472814267799
쏘나타,66,36399,디젤,black,7.170888478512505
그랜저,35,41215,가솔린,gray,7.820439515262181
그랜저,83,114363,디젤,black,7.244941546337007
K3,89,86033,가솔린,gray,6.836259277277067
아반떼,154,85188,가솔린,black,6.154858094016418
크루즈,52,29827,가솔린,white,7.244941546337007
그랜저,125,32946,가솔린,black,7.115582126184454
K7,76,96478,가솔린,gray,7.280008252884188
K3,109,117651,가솔린,white,6.7226297948554485
5시리즈,116,103937,가솔린,white,7.438971592395862
아반떼,78,100000,디젤,white,7.170119543449628
말리부,94,105600,가솔린,white,6.85751406254539
K7,56,150184,hybrid,black,7.53955882930103
그랜저,81,40405,가솔린,gray,7.544861068658458
말리부,16,14103,가솔린,black,7.8636512654486515
7시리즈,230,168117,가솔린,gray,5.886104031450156
그랜저,38,45000,가솔린,other,7.719129840906732
그랜저,36,20844,가솔린,white,7.9658927350845286
K7,49,50958,LPG,gray,7.67368812926773
3시리즈,146,208987,가솔린,white,6.898714534329988
K7,71,68000,가솔린,black,7.414572881350589
5시리즈,70,89000,디젤,white,7.969357742016346
E클래스,48,22966,가솔린,white,8.852235835227855
K5,69,70762,디젤,black,7.24422751560335
5시리즈,93,122656,디젤,gray,7.581209826196346
S클래스,17,12176,가솔린,gray,9.729193687429403
아반떼,135,102902,가솔린,gray,6.431331081933479
K7,109,35000,가솔린,white,7.155396301896734
K7,47,85163,LPG,gray,7.600902459542082
그랜저,140,154997,가솔린,gray,6.154858094016418
K5,129,188705,가솔린,black,6.3818160174060985
K5,137,135631,가솔린,black,6.431331081933479
파사트,101,137300,가솔린,white,6.508769136971682
그랜저,142,256295,LPG,black,6.214608098422191
쏘나타,143,70000,가솔린,white,6.19644412779452
아반떼,72,59351,가솔린,white,6.621405651764134
5시리즈,213,131438,가솔린,gray,6.066108090103747
그랜저,194,120994,가솔린,gray,5.802118375377063
파사트,103,75285,가솔린,gray,7.208600337960199
아반떼,77,112810,가솔린,gray,6.846943139585379
쏘나타,18,11738,가솔린,gray,8.00603417874901
그랜저,89,50948,가솔린,black,7.455876687491824
SM6,71,49819,가솔린,white,7.313886831633462
쏘나타,65,108933,LPG,white,7.1316985104669115
K7,48,36652,LPG,black,7.596392304064196
그랜저,95,77701,가솔린,black,7.327123292259293
그랜저,129,143300,가솔린,black,6.7580945044277305
아반떼,38,17455,가솔린,gray,7.3783837129967145
S클래스,106,117883,가솔린,black,7.969357742016346
그랜저,134,215403,가솔린,black,6.476972362889683
그랜저,62,137608,디젤,gray,7.490529402060711
그랜저,58,65984,디젤,black,7.779466967458324
E클래스,27,29911,가솔린,white,8.507344855361422
그랜저,54,199115,hybrid,gray,7.576097340623111
그랜저,70,239651,LPG,black,6.7464121285733745
말리부,55,65626,가솔린,black,7.186144304522325
A6,110,90000,가솔린,gray,7.415175109613295
K5,140,146232,가솔린,white,6.580639137284949
골프,84,111979,디젤,black,7.1316985104669115
S클래스,46,116671,디젤,black,8.984818995876008
K7,54,49395,가솔린,black,7.560601162768557
티구안,84,98333,디젤,white,7.280008252884188
코란도,85,65311,디젤,gray,7.197435354096591
파사트,152,68788,가솔린,gray,6.3818160174060985
K7,42,53463,가솔린,gray,7.72356247227797
크루즈,119,164337,가솔린,gray,5.8111409929767
SM6,66,46583,가솔린,gray,7.421177528595393
그랜저,34,12992,가솔린,black,7.890208213109961
K7,144,247967,LPG,white,6.2166061010848646
그랜저,60,50167,LPG,gray,7.762596048540069
G80,58,157042,가솔린,black,7.771067086065406
E클래스,50,56100,디젤,gray,8.46611040118692
5시리즈,93,100000,가솔린,gray,7.664346632098617
S클래스,97,218000,디젤,gray,8.314097335405807
말리부,90,121108,디젤,white,6.698268054115413
5시리즈,65,95924,디젤,white,7.969357742016346
그랜저,126,110000,가솔린,gray,6.994849985833071
5시리즈,106,107000,가솔린,gray,7.409136443920128
E클래스,94,120000,디젤,white,7.719129840906732
E클래스,112,148500,디젤,white,7.208600337960199
쏘나타,139,175520,가솔린,white,6.175867270105761
K5,72,71494,가솔린,gray,7.1631723908466425
S클래스,61,146409,디젤,black,8.630700432209832
그랜저,95,96308,가솔린,black,6.836259277277067
골프,145,160775,디젤,gray,6.111467339502679
그랜저,53,50000,가솔린,black,7.560601162768557
K5,133,181780,LPG,black,6.398594934535208
E클래스,45,23161,가솔린,white,8.962007209588313
K5,85,98000,가솔린,gray,6.413458957167357
그랜저,55,178677,가솔린,gray,7.27931883541462
K5,98,183331,LPG,gray,6.508769136971682
S클래스,31,34237,가솔린,white,9.391911647379434
K7,146,123939,가솔린,black,6.7464121285733745
쏘나타,58,30249,LPG,white,7.649692623711514
K5,53,108861,가솔린,gray,7.307202314764738
말리부,67,49691,가솔린,black,7.372118028337787
E클래스,56,37473,디젤,white,8.560444233410552
K5,24,17446,가솔린,gray,7.9658927350845286
K7,134,125377,가솔린,white,5.942799375126701
말리부,79,142058,디젤,white,6.608000625296087
E클래스,134,194907,가솔린,gray,6.684611727667927
3시리즈,48,66321,가솔린,gray,7.912423121473705
그랜저,74,72689,가솔린,black,7.307202314764738
쏘나타,134,210000,가솔린,gray,5.739792912179234
K5,137,119896,LPG,black,6.154858094016418
아반떼,185,37529,가솔린,gray,5.991464547107982
E클래스,75,124544,디젤,gray,7.8636512654486515
A6,84,94272,디젤,white,7.762170607138205
그랜저,21,11059,가솔린,black,8.166500319155052
A7,69,86000,디젤,white,8.291797105048733
K5,128,163629,hybrid,black,6.274762021241939
아반떼,112,58156,가솔린,white,5.8888779583328805
아반떼,30,18722,가솔린,white,7.576097340623111
K3,46,13775,가솔린,gray,7.390798521735676
7시리즈,151,243171,가솔린,gray,7.467942332285852
A6,94,110000,디젤,gray,7.473637108496206
아반떼,181,127857,가솔린,gray,6.042632833682381
K5,100,130000,가솔린,gray,6.994849985833071
C클래스,86,92528,디젤,white,7.955425088912672
A6,126,233912,디젤,black,6.8885724595653635
A6,90,43153,가솔린,gray,7.804251383528112
쏘나타,210,110000,가솔린,black,5.135798437050262
아반떼,62,31023,가솔린,white,7.265429723253953
코란도,98,53500,디젤,black,7.182352111885263
쏘나타,46,70861,가솔린,gray,7.467942332285852
아반떼,44,100008,가솔린,white,7.00397413672268
아반떼,124,166040,가솔린,white,6.133398042996649
K7,105,366000,LPG,black,6.311734809152915
그랜저,85,149965,가솔린,black,7.02197642307216
티볼리,76,102994,가솔린,white,7.048386408721883
K5,25,20600,가솔린,black,7.955425088912672
G80,50,49785,가솔린,gray,8.157943507105037
G70,37,12159,가솔린,gray,8.266421472984554
K7,58,91135,가솔린,black,7.544861068658458
쏘나타,94,175000,LPG,gray,6.734591659972948
쏘나타,27,42638,가솔린,white,7.718685495198466
K5,140,151135,가솔린,white,6.311734809152915
K7,62,52183,가솔린,gray,7.596392304064196
티볼리,37,26881,가솔린,black,7.43307534889858
그랜저,51,65900,LPG,black,7.611347717403621
쏘나타,84,68772,가솔린,black,7.208600337960199
그랜저,128,223937,LPG,gray,6.580639137284949
5시리즈,194,113385,가솔린,gray,6.502790045915623
A6,172,113799,가솔린,gray,6.46302945692067
코란도,118,96950,디젤,gray,7.074116816197362
말리부,36,34294,가솔린,white,7.43307534889858
쏘나타,206,83000,가솔린,white,5.771441123130016
티볼리,18,1490,가솔린,white,7.749753406274437
E클래스,117,57845,가솔린,white,7.43307534889858
그랜저,83,160702,디젤,white,7.039660349862076
크루즈,120,151594,디젤,gray,6.111467339502679
아반떼,46,19000,가솔린,gray,7.147559271189454
아반떼,39,76675,디젤,white,7.484930283289661
G80,52,87098,가솔린,black,7.916078096302786
크루즈,128,147120,가솔린,gray,6.175867270105761
쏘나타,62,98983,LPG,white,7.0825485693553
G80,55,48265,가솔린,black,8.385032287813898
5시리즈,61,91000,디젤,black,8.213652703029998
아반떼,76,82000,가솔린,gray,7.030857476116121
아반떼,82,90000,가솔린,black,6.93828448401696
K5,39,37601,hybrid,black,7.8674885686991285
아반떼,110,73700,가솔린,black,6.594413459749778
그랜저,153,109879,가솔린,gray,6.133398042996649
그랜저,154,101328,가솔린,gray,5.703782474656201
쏘나타,134,85895,가솔린,white,6.673297967767654
그랜저,51,70100,가솔린,gray,7.645397699428633
E클래스,103,125000,디젤,gray,7.462214939768189
아반떼,99,92327,가솔린,gray,6.814542897259958
A8,122,169672,디젤,black,7.534228326274089
K7,146,124570,가솔린,black,6.431331081933479
K7,133,150000,가솔린,black,6.478509642208569
말리부,78,64885,가솔린,gray,6.734591659972948
골프,156,97769,디젤,gray,5.802118375377063
K5,72,176907,LPG,white,6.684611727667927
아반떼,61,28000,가솔린,gray,7.266128779556451
쏘나타,34,30991,가솔린,black,7.719129840906732
아반떼,60,150922,가솔린,white,6.792344427470809
그랜저,127,246825,LPG,white,7.039660349862076
E클래스,108,186010,디젤,black,7.3783837129967145
그랜저,102,149533,LPG,black,6.8885724595653635
K3,47,52674,가솔린,gray,7.3658128372094716
K5,137,139840,가솔린,white,6.523562306149512
5시리즈,25,28487,가솔린,white,8.691314551644853
7시리즈,77,104903,디젤,gray,8.537191877922927
G80,60,98357,가솔린,black,8.045908742270779
K5,134,157148,가솔린,black,6.55250788703459
그랜저,45,20100,가솔린,gray,7.816416983691801
그랜저,58,35597,가솔린,black,7.893945138235959
A4,80,116159,가솔린,white,7.2078598714324755
K5,82,129247,가솔린,white,6.907755278982137
E클래스,110,80000,디젤,gray,7.490529402060711
SM6,69,60000,가솔린,gray,7.372118028337787
C클래스,143,88568,가솔린,gray,6.673297967767654
K3,81,93853,가솔린,white,6.8885724595653635
쏘나타,69,153870,LPG,white,6.710523109452428
K3,81,83000,디젤,white,6.898714534329988
K7,68,99085,가솔린,gray,7.427144133408616
K7,57,68455,가솔린,black,7.528869256642251
쏘나타,59,110000,가솔린,white,7.123672785204607
그랜저,18,7736,가솔린,other,8.30671904320269
K5,95,121400,hybrid,black,7.00397413672268
쏘나타,89,134731,가솔린,black,6.78105762593618
K7,42,41384,가솔린,black,7.692113339595466
티볼리,76,100451,디젤,white,7.048386408721883
G80,68,94573,가솔린,gray,7.9624156801210635
K5,124,119978,가솔린,gray,6.53813982376767
SM6,70,80182,가솔린,white,7.1631723908466425
C클래스,60,35207,가솔린,gray,7.9658927350845286
3시리즈,111,152152,디젤,gray,7.029972911706386
티볼리,54,130186,디젤,white,6.994849985833071
쏘나타,171,122972,가솔린,black,5.860786223465865
아반떼,98,102437,가솔린,white,6.673297967767654
아반떼,90,177000,가솔린,gray,6.3473892096560105
티볼리,71,30000,가솔린,black,7.115582126184454
그랜저,51,65197,가솔린,black,7.719129840906732
5시리즈,75,100773,디젤,white,7.9483852851118995
티볼리,43,33000,가솔린,white,7.24422751560335
아반떼,51,113167,가솔린,white,6.994849985833071
그랜저,64,112365,가솔린,white,7.67368812926773
쏘나타,39,59931,가솔린,gray,7.438971592395862
코란도,88,60577,디젤,gray,7.300472814267799
쏘나타,21,70076,LPG,white,7.544861068658458
쏘나타,157,142458,가솔린,black,5.993961427306569
아반떼,59,76709,가솔린,white,7.122866658599083
K5,59,50750,hybrid,gray,7.421177528595393
쏘나타,127,65026,가솔린,gray,6.7226297948554485
아반떼,121,106363,가솔린,gray,6.478509642208569
말리부,60,121898,가솔린,white,6.878326468291325
쏘나타,142,178000,가솔린,gray,6.311734809152915
E클래스,93,75074,가솔린,gray,7.762596048540069
그랜저,21,12787,가솔린,gray,8.210939733379021
그랜저,92,272000,LPG,gray,6.364750756851911
쏘나타,50,136470,가솔린,black,7.266128779556451
SM6,68,77501,가솔린,white,7.115582126184454
티구안,119,127928,디젤,gray,6.878326468291325
쏘나타,33,10500,LPG,white,7.664346632098617
말리부,12,2000,가솔린,gray,7.820439515262181
K7,31,14353,가솔린,black,8.197263371414335
K7,139,110000,가솔린,gray,6.3473892096560105
3시리즈,48,58367,디젤,gray,7.9658927350845286
말리부,52,17800,가솔린,black,7.490529402060711
C클래스,80,94000,디젤,gray,7.7752758464868625
E클래스,146,134855,가솔린,gray,7.065613363597717
쏘나타,95,89161,가솔린,white,7.244941546337007
C클래스,49,43725,디젤,gray,8.036249942132116
C클래스,146,102552,디젤,gray,6.68586094706836
쏘나타,143,146430,LPG,white,6.2166061010848646
코란도,120,203000,디젤,black,6.634633357861686
SM6,71,102267,가솔린,gray,7.039660349862076
5시리즈,33,32664,디젤,white,8.517193191416238
그랜저,61,95709,가솔린,white,7.692113339595466
그랜저,67,80517,가솔린,black,7.396948602621014
K3,109,108000,가솔린,gray,6.478509642208569
쏘나타,148,200252,가솔린,gray,5.993961427306569
그랜저,131,172000,LPG,white,6.78105762593618
그랜저,50,106000,가솔린,black,7.467942332285852
그랜저,62,55736,LPG,gray,7.937731775260109
C클래스,69,97000,가솔린,white,7.719129840906732
K7,61,75845,가솔린,black,7.495541943884256
그랜저,133,170000,가솔린,black,6.476972362889683
티볼리,44,17183,가솔린,white,7.456454555176209
쏘나타,60,109194,가솔린,black,7.2305631534092925
5시리즈,92,200050,디젤,black,7.280008252884188
말리부,114,190500,가솔린,black,6.175867270105761
SM6,70,109166,가솔린,gray,7.155396301896734
아반떼,69,50000,가솔린,white,7.223295679562314
K5,71,148407,LPG,white,6.7464121285733745
K5,53,105730,LPG,black,7.030857476116121
K3,34,27166,가솔린,white,7.490529402060711
E클래스,57,64862,가솔린,black,8.364275084991524
아반떼,55,62446,가솔린,white,7.4673710669175595
5시리즈,72,105000,디젤,gray,7.8636512654486515
티구안,21,23883,디젤,white,8.208219383496834
그랜저,33,23099,가솔린,black,8.11102783819368
3시리즈,49,32905,디젤,white,8.071218539969863
K7,35,84516,LPG,black,7.518064181233078
쏘나타,188,137000,가솔린,white,5.703782474656201
그랜저,124,223229,가솔린,black,6.396929655216146
코란도,77,89624,디젤,black,7.280008252884188
